District,Block,CultLand,CropCultLand,CropTillageDepth,CropEstMethod,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_hand_rent,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,CropTillageDateYear,CropTillageDateDayOfYearSin,CropTillageDateDayOfYearCos,RcNursEstDateYear,RcNursEstDateDayOfYearSin,RcNursEstDateDayOfYearCos,SeedingSowingTransplantingYear,SeedingSowingTransplantingDayOfYearSin,SeedingSowingTransplantingDayOfYearCos,Harv_dateYear,Harv_dateDayOfYearSin,Harv_dateDayOfYearCos,Threshing_dateYear,Threshing_dateDayOfYearSin,Threshing_dateDayOfYearCos,Yield
Jamui,Khaira,25,14,4,Manual_PuddledLine,1.0,3.0,Boring,Diesel,350.0,2.0,,2.0,SoilApplied,3,13.0,,Broadcasting,15.0,25.0,12.0,65.0,Broadcasting,hand,1200.0,hand,22,10,plowed_in_soil,0.5909090909090909,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.3294084822245302,-0.9441875088341994,2022,0.02581844022713308,-0.9996666485105112,2022,-0.4093559588156211,-0.9123747579707274,2022,-0.4937755501599774,0.8695893893466109,2022,-0.13727877211326517,0.9905324521322227,1300
Nalanda,Noorsarai,30,30,4,Manual_PuddledRandom,2.0,6.0,Boring,Electric,180.0,2.0,,,,2,9.0,18.0,Broadcasting,18.0,28.0,,,Broadcasting,hand,90.0,machine,26,10,plowed_in_soil,0.28125,False,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.3617137307297674,-0.9322892131745134,2022,0.1457991969198751,-0.9893142039703663,2022,-0.37770796520396466,-0.9259247771938499,2022,-0.7236440382959123,0.690173388242972,2023,0.3536761221763716,0.9353679493131483,450
Nalanda,Noorsarai,50,50,4,Manual_PuddledRandom,2.0,6.0,Boring,Electric,250.0,3.0,,,,2,10.0,15.0,Broadcasting,15.0,40.0,,,Broadcasting,machine,,machine,25,40,plowed_in_soil,0.3125,False,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.3617137307297674,-0.9322892131745134,2022,0.19667288979357647,-0.980469160361632,2022,-0.37770796520396466,-0.9259247771938499,2022,-0.5234156073655503,0.8520775211013093,2022,-0.5086709438521042,0.8609610158889945,450
Jamui,Jamui,29,29,4,Manual_PuddledRandom,4.0,5.0,Boring,Electric,1000.0,3.0,4.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,90.0,hand,29,10,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,,,,,,False,False,False,True,2022,-0.3617137307297674,-0.9322892131745134,2022,0.21352091543979612,-0.9769384927771817,2022,-0.455906693508459,-0.8900275764346766,2022,-0.5086709438521042,0.8609610158889945,2023,0.5380051715382996,0.8429415373547828,800
Jamui,Jamui,10,10,4,Manual_PuddledRandom,4.0,2.0,Boring,Electric,400.0,3.0,2.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,90.0,hand,29,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True,2022,0.04302223300453059,-0.99907411510223,2022,0.1797665857255624,-0.9837092937736097,2022,-0.42500033996955394,-0.9051931898913975,2022,-0.5667017562911184,0.8239230057575536,2023,0.4482293417404106,0.893918596519257,280
Nalanda,Rajgir,23,20,2,Broadcasting,,9.0,Boring,Electric,,3.0,,18.0,Broadcasting,3,9.0,9.0,Broadcasting,9.0,28.0,12.0,56.0,Broadcasting,machine,,machine,25,40,plowed_in_soil,0.28125,True,False,True,False,,,,,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,True,2022,-0.14579919691987442,-0.9893142039703664,,,,2022,-0.17976658572556214,-0.9837092937736098,2022,-0.23867276600594997,0.9711000518829505,2022,-0.23867276600594997,0.9711000518829505,720
Gaya,Gurua,10,10,5,Manual_PuddledRandom,3.0,6.0,Boring,Electric,150.0,3.0,,,,2,,,Broadcasting,10.0,40.0,,,Broadcasting,hand,120.0,hand,27,10,plowed_in_soil,0.3703703703703703,True,False,True,False,True,False,False,False,True,False,True,True,,,,,,True,False,False,False,False,False,False,False,True,2022,-0.39359027665646645,-0.9192859697186105,2022,0.11165900712169512,-0.993746580436178,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.622046748440868,0.7829801036770625,2022,-0.22192151300416674,0.9750645322571945,750
Vaishali,Garoul,20,5,6,Manual_PuddledRandom,1.0,2.0,Boring,Electric,,3.0,,35.0,SoilApplied,3,10.0,,SoilApplied,5.0,30.0,5.0,50.0,Broadcasting,hand,1000.0,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2022,-0.11165900712169444,-0.9937465804361781,2022,0.23030567023061221,-0.9731183372332619,2022,-0.16280701293851646,-0.9866579328916572,2022,-0.970063921851507,0.2428497220959358,2022,-0.8919813464595487,0.45207220393230374,350
Vaishali,Garoul,10,3,6,Manual_PuddledLine,2.0,,,,,2.0,,,SoilApplied,2,6.0,,SoilApplied,6.0,50.0,,,Broadcasting,hand,600.0,hand,30,10,plowed_in_soil,0.1363636363636364,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,2022,-0.3131070409358267,-0.9497178427914317,2022,0.02581844022713308,-0.9996666485105112,2022,-0.42500033996955394,-0.9051931898913975,2022,-0.867456354729597,0.4975132889071803,2022,-0.7116566222817751,0.7025274741691566,210
Nalanda,Rajgir,40,40,6,Manual_PuddledRandom,1.0,5.0,Boring,Electric,200.0,2.0,25.0,,SoilApplied,2,13.0,,Broadcasting,12.0,26.0,,,Broadcasting,hand,560.0,machine,25,10,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,0.3294084822245304,-0.9441875088341993,2022,0.19667288979357647,-0.980469160361632,2022,-0.2135209154397959,-0.9769384927771817,2022,-0.5808002734538014,0.8140460935082175,2023,0.9275416835791966,0.37371971479046906,480
Nalanda,Rajgir,50,40,6,Manual_PuddledRandom,2.0,6.0,Boring,Electric,120.0,4.0,4.0,,SoilApplied,2,13.0,,SoilApplied,26.0,26.0,,,Broadcasting,hand,600.0,machine,25,10,plowed_in_soil,0.40625,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.19667288979357622,-0.9804691603616321,2022,0.11165900712169512,-0.993746580436178,2022,-0.2135209154397959,-0.9769384927771817,2022,-0.32126966169236515,0.946987753076075,2023,0.10310169744743485,0.9946708199115211,1200
Nalanda,Noorsarai,40,35,5,Manual_PuddledRandom,1.0,6.0,Boring,Electric,120.0,3.0,,,,1,,25.0,Broadcasting,,,,,,hand,1200.0,machine,25,10,plowed_in_soil,0.375,False,False,True,False,True,False,False,False,True,False,False,True,,,,,,False,False,False,False,True,,,,,2022,-0.24702218048093527,-0.9690098257244063,2022,0.23030567023061221,-0.9731183372332619,2022,-0.2636654927280072,-0.9646141756912435,2022,-0.9455963874271428,0.3253420847119795,2022,-0.8498170915275277,0.5270777086423724,720
Jamui,Khaira,19,15,4,Manual_PuddledRandom,1.0,2.0,Boring,Diesel,250.0,2.0,,2.0,SoilApplied,3,10.0,,Broadcasting,10.0,23.0,10.0,65.0,Broadcasting,hand,900.0,hand,23,10,plowed_in_soil,0.4545454545454545,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.4093559588156211,-0.9123747579707274,2022,-0.04302223300453034,-0.99907411510223,2022,-0.5452404385406507,-0.8382797052177745,2022,-0.4937755501599774,0.8695893893466109,2022,-0.2553532951161881,0.9668478136052773,1100
Vaishali,Mahua,5,3,5,Manual_PuddledRandom,2.0,1.0,Canal,Diesel,100.0,2.0,,,,2,5.0,5.0,SoilApplied,5.0,35.0,,,SoilApplied,hand,150.0,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,False,False,False,True,False,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.060213277365792774,-0.9981855344718586,2022,0.09453674981719912,-0.9955213724144752,2022,-0.14579919691987442,-0.9893142039703664,2022,-0.970063921851507,0.2428497220959358,2022,-0.9141279881853337,0.4054257283599973,250
Vaishali,Mahua,13,12,5,Manual_PuddledRandom,2.0,3.0,Boring,Diesel,6000.0,2.0,,1.0,Broadcasting,3,2.0,,Broadcasting,8.0,25.0,8.0,50.0,Broadcasting,hand,800.0,hand,30,10,plowed_in_soil,0.1818181818181818,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,0.4093559588156213,-0.9123747579707273,2022,0.3131070409358269,-0.9497178427914316,2022,-0.3456123126707333,-0.9383773917408642,2022,-0.970063921851507,0.2428497220959358,2022,-0.9070138128026362,0.42110087079608916,8
Vaishali,Chehrakala,5,5,5,Manual_PuddledRandom,1.0,5.0,Canal,Diesel,800.0,2.0,2.0,,SoilApplied,2,10.0,12.0,Broadcasting,8.0,8.0,,,Broadcasting,hand,200.0,hand,25,10,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.2135209154397959,-0.9769384927771817,2022,-0.09453674981719933,-0.9955213724144752,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.9562348265919058,0.2926003356333479,2022,-0.9070138128026362,0.42110087079608916,400
Vaishali,Mahua,20,8,4,Manual_PuddledRandom,2.0,4.0,Boring,Electric,600.0,2.0,1.0,3.0,SoilApplied,3,24.0,,Broadcasting,24.0,20.0,16.0,60.0,Broadcasting,hand,1600.0,hand,30,10,plowed_in_soil,0.3636363636363636,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,0.11165900712169512,-0.993746580436178,2022,0.48627270710869,-0.8738071036110808,2022,-0.04302223300453034,-0.99907411510223,2022,-0.8214765533024145,0.5702422926917867,2022,-0.7116566222817751,0.7025274741691566,400
Jamui,Jamui,9,9,4,Manual_PuddledRandom,3.0,4.0,Boring,Electric,400.0,1.0,3.0,,Broadcasting,2,15.0,15.0,Broadcasting,10.0,10.0,,,Broadcasting,hand,200.0,machine,26,10,plowed_in_soil,0.1818181818181818,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,0.11165900712169512,-0.993746580436178,2022,0.04302223300453059,-0.99907411510223,2022,-0.6807734094770159,-0.7324940716135792,2022,-0.7583058084785625,0.6518989958787125,2023,0.38566340624360707,0.9226395488404876,320
Jamui,Jamui,10,10,4,Manual_PuddledRandom,3.0,4.0,Boring,Electric,400.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,5.0,5.0,,,Broadcasting,hand,300.0,machine,26,10,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.11165900712169444,-0.9937465804361781,2022,-0.07738647923346322,-0.9970011699250151,2022,-0.4093559588156211,-0.9123747579707274,2022,-0.780295851070776,0.6254105729852457,2023,0.38566340624360707,0.9226395488404876,4000
Gaya,Gurua,20,20,5,Manual_PuddledRandom,3.0,5.0,Boring,Electric,150.0,3.0,1.0,,SoilApplied,2,10.0,,Broadcasting,10.0,35.0,,,Broadcasting,hand,120.0,hand,30,10,plowed_in_soil,0.3703703703703703,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.42500033996955394,-0.9051931898913975,2022,0.11165900712169512,-0.993746580436178,2022,-0.47115950767386394,-0.8820480249558535,2022,-0.6486295610349818,0.7611042586607742,2022,-0.2553532951161881,0.9668478136052773,800
Jamui,Khaira,20,20,3,Manual_PuddledRandom,3.0,2.0,Boring,Electric,,11.0,,,,1,8.0,11.0,Broadcasting,,,,,,hand,100.0,machine,28,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,,2022,-0.4093559588156211,-0.9123747579707274,2022,0.07738647923346301,-0.9970011699250151,2022,-0.42500033996955394,-0.9051931898913975,2022,-0.7583058084785625,0.6518989958787125,2023,0.051619667223253764,0.998666816288476,400
Vaishali,Garoul,17,8,6,Manual_PuddledRandom,1.0,,,,,3.0,,15.0,SoilApplied,2,8.0,,SoilApplied,8.0,50.0,,,Broadcasting,hand,800.0,hand,30,10,plowed_in_soil,0.1818181818181818,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2022,-0.17976658572556214,-0.9837092937736098,2022,0.16280701293851715,-0.986657932891657,2022,-0.2967128192734901,-0.9549667548552553,2022,-0.970063921851507,0.2428497220959358,2022,-0.8919813464595487,0.45207220393230374,380
Nalanda,Rajgir,60,40,5,Manual_PuddledLine,2.0,5.0,Boring,Electric,150.0,5.0,1.0,,SoilApplied,2,20.0,10.0,Broadcasting,10.0,45.0,,,Broadcasting,hand,900.0,machine,25,10,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.17976658572556214,-0.9837092937736098,2022,0.06021327736579302,-0.9981855344718586,2022,-0.23030567023061196,-0.973118337233262,2022,-0.6994583270516471,0.7146733860429608,2022,-0.4787338401157883,0.8779600847008883,600
Vaishali,Chehrakala,5,5,5,Manual_PuddledRandom,1.0,2.0,Boring,Diesel,400.0,,,,,1,10.0,,Broadcasting,,,,,,hand,200.0,hand,22,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,False,True,False,,,,,,False,False,False,False,False,,,,,2022,-0.19667288979357622,-0.9804691603616321,2022,-0.07738647923346322,-0.9970011699250151,2022,-0.5307300481619331,-0.8475409228928312,2022,-0.9873494423939864,0.15855938510313475,2022,-0.9455963874271428,0.3253420847119795,180
Vaishali,Chehrakala,6,6,5,Manual_PuddledRandom,1.0,5.0,Boring,Diesel,1000.0,2.0,3.0,,SoilApplied,2,10.0,15.0,Broadcasting,12.0,12.0,,,Broadcasting,hand,200.0,machine,23,10,plowed_in_soil,0.2727272727272727,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.3131070409358267,-0.9497178427914317,2022,-0.23030567023061196,-0.973118337233262,2022,-0.6287628145958345,-0.7775971469736268,2022,-0.970063921851507,0.2428497220959358,2022,-0.9141279881853337,0.4054257283599973,500
Jamui,Khaira,12,12,5,Manual_PuddledRandom,3.0,1.0,Canal,,,3.0,,,,3,3.0,,Broadcasting,4.0,25.0,6.0,62.0,Broadcasting,hand,200.0,machine,28,10,plowed_in_soil,0.1363636363636364,False,False,True,False,False,True,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,2022,0.04302223300453059,-0.99907411510223,2022,-0.11165900712169444,-0.9937465804361781,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.8498170915275277,0.5270777086423724,2022,-0.32126966169236515,0.946987753076075,300
Vaishali,Mahua,10,10,3,Manual_PuddledRandom,1.0,4.0,Boring,Electric,400.0,1.0,,2.0,SoilApplied,3,10.0,10.0,Broadcasting,10.0,25.0,10.0,50.0,Broadcasting,hand,800.0,hand,25,10,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,0.440518784350495,-0.8977433935342337,2022,0.39359027665646673,-0.9192859697186104,2022,-0.09453674981719933,-0.9955213724144752,2022,-0.8013610881746769,0.5981809144059159,2023,0.8115390590073611,0.5842981736283683,600
Nalanda,Noorsarai,80,60,5,Manual_PuddledRandom,2.0,7.0,Boring,Electric,300.0,2.0,,,,2,,,SoilApplied,30.0,45.0,,,Broadcasting,hand,1200.0,machine,26,10,plowed_in_soil,0.46875,True,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,2022,-0.2636654927280072,-0.9646141756912435,2022,0.12874817745258132,-0.99167731989929,2022,-0.2802306751992161,-0.9599326896597445,2022,-0.8214765533024145,0.5702422926917867,2022,-0.3049212246562894,0.9523775757303973,860
Vaishali,Chehrakala,10,10,2,Manual_PuddledRandom,2.0,7.0,Boring,Electric,,,4.0,4.0,SoilApplied,2,7.0,7.0,Broadcasting,7.0,15.0,,,Broadcasting,hand,2100.0,machine,28,10,plowed_in_soil,0.3181818181818182,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,-0.24702218048093527,-0.9690098257244063,2022,-0.42500033996955394,-0.9051931898913975,2022,-0.7412220108485957,-0.6712599575675315,2022,-0.9141279881853337,0.4054257283599973,2022,-0.867456354729597,0.4975132889071803,410
Jamui,Jamui,20,15,3,Manual_PuddledRandom,3.0,4.0,Boring,Electric,300.0,2.0,4.0,,Broadcasting,2,15.0,15.0,Broadcasting,10.0,5.0,,,Broadcasting,hand,250.0,machine,26,10,plowed_in_soil,0.2272727272727273,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022,0.008606996888688698,-0.9999629591162655,2022,-0.11165900712169444,-0.9937465804361781,2022,-0.8064799463209447,-0.5912614448635782,2022,-0.6870527672236675,0.726607524768565,2023,0.3212696616923644,0.9469877530760753,400
Jamui,Khaira,25,15,4,Manual_PuddledRandom,4.0,1.0,Canal,,,4.0,,,,3,3.0,,Broadcasting,6.0,25.0,4.0,68.0,Broadcasting,hand,200.0,machine,26,10,plowed_in_soil,0.1363636363636364,False,False,True,False,True,True,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,2022,-0.39359027665646645,-0.9192859697186105,2022,-0.008606996888688009,-0.9999629591162655,2022,-0.4405187843504952,-0.8977433935342336,2022,-0.7694148268839381,0.6387494220515268,2022,-0.12020804489935275,0.9927487224577402,300
Gaya,Gurua,20,20,8,Manual_PuddledRandom,3.0,4.0,Canal,,,4.0,,,,3,12.0,,Broadcasting,6.0,22.0,6.0,,Broadcasting,hand,120.0,hand,30,10,plowed_in_soil,0.2222222222222222,True,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,2022,0.04302223300453059,-0.99907411510223,2022,0.11165900712169512,-0.993746580436178,2022,-0.3456123126707333,-0.9383773917408642,2022,-0.6994583270516471,0.7146733860429608,2022,-0.154308820664281,0.9880226656636976,480
Gaya,Gurua,30,30,7,Manual_PuddledRandom,2.0,3.0,Boring,Electric,120.0,2.0,1.0,,SoilApplied,3,6.0,,Broadcasting,6.0,22.0,3.0,45.0,Broadcasting,hand,120.0,machine,30,10,plowed_in_soil,0.2222222222222222,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022,-0.23030567023061196,-0.973118337233262,2022,0.04302223300453059,-0.99907411510223,2022,-0.37770796520396466,-0.9259247771938499,2022,-0.4937755501599774,0.8695893893466109,2023,0.13727877211326478,0.9905324521322229,498
