District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,Yield
Jamui,Jamui,20.0,20.0,2022-07-29,4.0,Manual_PuddledRandom,2022-06-19,2022-08-01,4.0,8.0,Boring,Electric,800.0,3.0,,,,3.0,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-26,90.0,2023-01-10,hand,29.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,True,False,,,,,,,,,,,False,False,False,True,1600.0
Vaishali,Mahua,20.0,10.0,2022-07-02,3.0,Manual_PuddledRandom,2022-07-10,2022-07-28,1.0,2.0,Boring,Electric,300.0,3.0,,1.0,SoilApplied,3.0,15.0,,Broadcasting,10.0,25.0,8.0,65.0,Broadcasting,hand,2022-11-15,1000.0,2022-11-20,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400.0
Gaya,Gurua,8.0,8.0,2022-07-08,5.0,Manual_PuddledRandom,2022-06-26,2022-08-02,2.0,2.0,Boring,Electric,300.0,2.0,1.0,,SoilApplied,2.0,10.0,,Broadcasting,10.0,10.0,,,Broadcasting,hand,2022-11-19,900.0,2022-12-31,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,350.0
Vaishali,Mahua,10.0,5.0,2022-06-15,5.0,Manual_PuddledRandom,2022-06-19,2022-07-11,2.0,3.0,Boring,Diesel,600.0,2.0,,1.0,SoilApplied,2.0,10.0,,Broadcasting,10.0,40.0,,,Broadcasting,hand,2022-11-01,600.0,2022-11-12,hand,30.0,10.0,plowed_in_soil,0.13636363636364,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,150.0
Vaishali,Mahua,20.0,15.0,2022-06-24,4.0,Manual_PuddledRandom,2022-06-02,2022-07-04,2.0,3.0,Boring,Electric,300.0,2.0,1.0,,SoilApplied,3.0,9.0,,Broadcasting,6.0,20.0,6.0,60.0,Broadcasting,hand,2022-11-04,600.0,2022-11-19,hand,30.0,10.0,plowed_in_soil,0.22222222222222,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,500.0
Jamui,Khaira,15.0,15.0,2022-07-14,3.0,Manual_PuddledRandom,2022-07-10,2022-07-25,4.0,2.0,Canal,,,,,,,3.0,10.0,12.0,Broadcasting,10.0,25.0,8.0,60.0,Broadcasting,hand,2022-11-08,200.0,2022-12-09,machine,20.0,10.0,plowed_in_soil,0.18181818181818182,True,False,True,True,True,True,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,400.0
Gaya,Gurua,30.0,30.0,2022-07-12,6.0,Manual_PuddledRandom,2022-06-29,2022-07-14,1.0,5.0,Canal,,,4.0,1.0,,SoilApplied,2.0,8.0,,Broadcasting,5.0,25.0,,,Broadcasting,hand,2022-11-12,600.0,2022-12-22,machine,30.0,10.0,plowed_in_soil,0.1851851851851852,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,390.0
Vaishali,Garoul,20.0,20.0,2022-07-21,6.0,Manual_PuddledRandom,2022-06-10,2022-07-28,2.0,3.0,Canal,Diesel,,2.0,,,,1.0,20.0,20.0,SoilApplied,,,,,,hand,2022-10-15,1000.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.4545454545454545,True,False,True,True,True,True,True,True,True,True,True,True,,,,,,False,False,False,False,True,,,,,750.0
Gaya,Gurua,30.0,30.0,2022-07-16,7.0,Manual_PuddledRandom,2022-06-20,2022-07-20,2.0,6.0,Boring,Electric,120.0,2.0,1.0,,SoilApplied,2.0,9.0,,Broadcasting,6.0,23.0,,,Broadcasting,hand,2022-12-12,560.0,2023-02-25,hand,25.0,10.0,plowed_in_soil,0.2222222222222222,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,580.0
Nalanda,Noorsarai,20.0,20.0,2022-07-10,5.0,Manual_PuddledRandom,2022-06-28,2022-07-12,2.0,8.0,Boring,Electric,240.0,3.0,3.0,,SoilApplied,2.0,12.0,12.0,Broadcasting,12.0,30.0,,,Broadcasting,hand,2022-12-03,1200.0,2023-01-14,hand,25.0,10.0,plowed_in_soil,0.375,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,720.0
Vaishali,Garoul,13.0,10.0,2022-07-18,6.0,Manual_PuddledRandom,2022-06-20,2022-07-23,2.0,3.0,Boring,Diesel,500.0,2.0,,2.0,SoilApplied,2.0,10.0,5.0,SoilApplied,10.0,25.0,,,Broadcasting,hand,2022-10-22,900.0,2022-10-30,hand,30.0,10.0,plowed_in_soil,0.3125,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,600.0
Nalanda,Rajgir,30.0,30.0,2022-06-14,6.0,LineSowingAfterTillage,2022-06-22,2022-07-17,,5.0,Boring,Electric,125.0,3.0,,1.0,SoilApplied,2.0,10.0,,Broadcasting,10.0,25.0,,,Broadcasting,hand,2022-12-10,900.0,2023-12-10,hand,25.0,10.0,plowed_in_soil,0.3125,True,False,True,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,560.0
Vaishali,Mahua,10.0,10.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-15,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,,1.0,SoilApplied,2.0,4.0,4.0,SoilApplied,4.0,25.0,,,Broadcasting,hand,2022-10-20,300.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,350.0
Jamui,Khaira,18.0,18.0,2022-07-25,3.0,Manual_PuddledRandom,2022-06-28,2022-07-28,3.0,2.0,Boring,Electric,,9.0,,,,1.0,10.0,10.0,Broadcasting,,,,,,hand,2022-11-15,100.0,2022-12-07,machine,28.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,,100.0
Gaya,Wazirganj,10.0,10.0,2022-07-07,5.0,Manual_PuddledRandom,2022-06-29,2022-07-22,3.0,3.0,Boring,Electric,600.0,6.0,,5.0,SoilApplied,2.0,10.0,10.0,Broadcasting,10.0,45.0,,,Broadcasting,hand,2022-11-02,100.0,2022-11-16,hand,30.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100.0
Jamui,Jamui,20.0,15.0,2022-07-23,4.0,Manual_PuddledRandom,2022-07-03,2022-07-24,4.0,4.0,Boring,Electric,400.0,3.0,4.0,,Broadcasting,2.0,15.0,15.0,Broadcasting,9.0,9.0,,,Broadcasting,hand,2022-11-22,500.0,2023-01-21,machine,26.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,480.0
Vaishali,Chehrakala,20.0,20.0,2022-07-30,5.0,Manual_PuddledRandom,2022-07-03,2022-08-01,1.0,3.0,Boring,Diesel,,2.0,,2.0,SoilApplied,1.0,,8.0,Broadcasting,,,,,,hand,2022-10-20,600.0,2022-10-25,hand,26.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,,,,,480.0
Gaya,Gurua,30.0,30.0,2022-07-10,8.0,Manual_PuddledRandom,2022-06-21,2022-08-02,2.0,6.0,Boring,Electric,180.0,3.0,1.0,,SoilApplied,2.0,10.0,,SoilApplied,10.0,45.0,,,Broadcasting,hand,2022-11-20,900.0,2022-12-30,machine,30.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,681.0
Nalanda,Rajgir,10.0,10.0,2022-07-12,6.0,Manual_PuddledRandom,2022-06-27,2022-07-15,2.0,4.0,Boring,Electric,80.0,2.0,500.0,,Broadcasting,2.0,5.0,5.0,Broadcasting,7.0,21.0,,,Broadcasting,hand,2022-11-26,420.0,2023-02-04,machine,22.0,10.0,plowed_in_soil,0.1875,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,420.0
Nalanda,Noorsarai,60.0,60.0,2022-07-15,4.0,Manual_PuddledRandom,2022-06-28,2022-07-16,1.0,8.0,Boring,Electric,400.0,4.0,,,,2.0,,20.0,Broadcasting,20.0,30.0,,,Broadcasting,hand,2022-11-05,1200.0,2023-01-29,machine,25.0,10.0,plowed_in_soil,0.625,False,False,True,False,True,False,True,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,880.0
Jamui,Khaira,20.0,15.0,2022-06-29,4.0,Manual_PuddledRandom,2022-07-03,2022-08-01,2.0,2.0,Boring,Electric,350.0,2.0,1.0,,SoilApplied,3.0,12.0,,Broadcasting,10.0,25.0,10.0,65.0,Broadcasting,hand,2022-11-11,1100.0,2022-12-16,hand,22.0,10.0,plowed_in_soil,0.5454545454545454,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,750.0
Nalanda,Rajgir,35.0,35.0,2022-07-15,6.0,Manual_PuddledRandom,2022-06-16,2022-07-17,1.0,4.0,Boring,Electric,200.0,2.0,,,,2.0,12.0,12.0,Broadcasting,24.0,30.0,,,Broadcasting,hand,2022-11-25,90.0,2023-01-25,machine,25.0,10.0,plowed_in_soil,0.375,False,False,True,False,True,True,True,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True,520.0
Jamui,Jamui,30.0,25.0,2022-07-15,3.0,Manual_PuddledRandom,2022-06-21,2022-07-24,3.0,3.0,Boring,Electric,200.0,1.0,5.0,,Broadcasting,2.0,6.0,6.0,Broadcasting,6.0,6.0,,,Broadcasting,hand,2022-11-17,300.0,2023-01-19,machine,27.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,240.0
Nalanda,Rajgir,20.0,20.0,2022-07-14,5.0,Manual_PuddledRandom,2022-06-28,2022-07-15,2.0,6.0,Boring,Electric,180.0,2.0,1.0,,SoilApplied,2.0,12.0,12.0,Broadcasting,24.0,45.0,,,Broadcasting,hand,2022-11-25,990.0,2022-12-22,machine,25.0,10.0,plowed_in_soil,0.375,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,400.0
Vaishali,Chehrakala,20.0,10.0,2022-07-29,5.0,Manual_PuddledRandom,2022-07-02,2022-08-02,1.0,1.0,Boring,Diesel,,2.0,,,,1.0,6.0,6.0,Broadcasting,,,,,,hand,2022-10-15,200.0,2022-10-25,hand,25.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,,,,,210.0
Nalanda,Noorsarai,10.0,10.0,2022-07-16,5.0,Manual_PuddledRandom,2022-06-10,2022-07-18,1.0,5.0,Boring,Electric,100.0,2.0,,,,2.0,,10.0,Broadcasting,10.0,20.0,,,Broadcasting,hand,2022-11-11,300.0,2022-11-24,machine,25.0,10.0,plowed_in_soil,0.15625,True,False,True,False,True,False,False,True,True,False,False,False,,,,,,False,False,False,False,True,False,False,False,True,200.0
Vaishali,Chehrakala,15.0,15.0,2022-06-24,4.0,Manual_PuddledRandom,2022-06-02,2022-07-09,1.0,5.0,Boring,Electric,1000.0,2.0,,,,2.0,10.0,10.0,Broadcasting,10.0,35.0,,,Broadcasting,hand,2022-10-10,200.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,True,True,False,False,False,,,,,,False,False,False,False,True,False,False,False,True,600.0
Gaya,Gurua,20.0,20.0,2022-07-20,6.0,Manual_PuddledRandom,2022-06-21,2022-08-01,3.0,5.0,Boring,Electric,50.0,3.0,1.0,,SoilApplied,2.0,15.0,,Broadcasting,10.0,45.0,,,Broadcasting,hand,2022-11-18,120.0,2022-12-18,hand,30.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,600.0
Gaya,Wazirganj,40.0,30.0,2022-07-16,3.0,Manual_PuddledRandom,2022-06-30,2022-07-22,3.0,5.0,Boring,Electric,105.0,3.0,,,,2.0,3.0,3.0,Broadcasting,3.0,25.0,,,Broadcasting,hand,2022-11-08,100.0,2022-11-30,machine,30.0,10.0,plowed_in_soil,0.1481481481481481,True,False,False,False,False,False,True,False,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True,360.0
Nalanda,Noorsarai,25.0,20.0,2022-07-25,4.0,Manual_PuddledRandom,2022-06-26,2022-07-27,3.0,6.0,Boring,Electric,120.0,2.0,,,,2.0,8.0,,SoilApplied,12.0,33.0,,,Broadcasting,hand,2022-11-17,1000.0,2023-01-22,machine,24.0,10.0,plowed_in_soil,0.28125,True,False,True,False,False,False,False,False,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,700.0
Jamui,Khaira,15.0,11.0,2022-06-30,4.0,Manual_PuddledRandom,2022-07-04,2022-08-02,1.0,4.0,Boring,Electric,200.0,2.0,2.0,,SoilApplied,3.0,6.0,,Broadcasting,6.0,25.0,6.0,65.0,Broadcasting,hand,2022-12-01,700.0,2022-12-21,hand,23.0,10.0,plowed_in_soil,0.3181818181818182,False,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,560.0
Vaishali,Chehrakala,15.0,15.0,2022-07-24,4.0,Manual_PuddledRandom,2022-07-05,2022-07-28,2.0,3.0,Boring,Electric,600.0,2.0,1.0,,SoilApplied,2.0,10.0,,Broadcasting,9.0,30.0,,,Broadcasting,hand,2022-11-09,400.0,2022-11-18,machine,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,300.0
Vaishali,Mahua,20.0,5.0,2022-07-01,5.0,Manual_PuddledRandom,2022-06-27,2022-07-18,2.0,2.0,Boring,Electric,,,,,,2.0,,10.0,SoilApplied,10.0,35.0,,,SoilApplied,hand,2022-10-15,150.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,False,True,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,300.0
Gaya,Gurua,20.0,20.0,2022-07-06,6.0,Manual_PuddledRandom,2022-06-20,2022-07-23,2.0,5.0,Boring,Electric,90.0,2.0,1.0,,Broadcasting,3.0,6.0,,Broadcasting,6.0,45.0,2.0,45.0,Broadcasting,hand,2022-11-21,900.0,2022-12-23,machine,30.0,10.0,plowed_in_soil,0.2222222222222222,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,655.0
Nalanda,Rajgir,45.0,25.0,2022-07-07,5.0,Manual_PuddledRandom,2022-06-24,2022-07-11,2.0,4.0,Boring,Electric,200.0,2.0,1.0,,SoilApplied,2.0,10.0,,Broadcasting,20.0,30.0,,,Broadcasting,hand,2022-11-18,900.0,2023-01-20,machine,25.0,10.0,plowed_in_soil,0.3125,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,550.0
Jamui,Khaira,18.0,15.0,2022-07-19,4.0,Manual_PuddledRandom,2022-07-05,2022-07-28,3.0,2.0,Canal,,,3.0,,,,3.0,6.0,,Broadcasting,12.0,28.0,6.0,65.0,Broadcasting,hand,2022-11-05,150.0,2022-12-02,machine,25.0,10.0,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,360.0
Gaya,Gurua,15.0,15.0,2022-06-26,5.0,Manual_PuddledRandom,2022-06-25,2022-07-22,2.0,3.0,Boring,Electric,60.0,2.0,1.0,,SoilApplied,2.0,,,SoilApplied,4.0,46.0,,,Broadcasting,hand,2022-11-05,600.0,2022-11-19,hand,25.0,10.0,plowed_in_soil,0.1481481481481481,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,663.0
Vaishali,Mahua,10.0,10.0,2022-06-25,4.0,Manual_PuddledRandom,2022-06-02,2022-07-05,2.0,2.0,Boring,Diesel,,1.0,,,SoilApplied,3.0,8.0,,SoilApplied,12.0,35.0,12.0,60.0,Broadcasting,hand,2022-10-27,800.0,2022-11-11,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400.0
Nalanda,Rajgir,28.0,28.0,2022-07-09,6.0,Manual_PuddledRandom,2022-06-19,2022-07-12,2.0,8.0,Boring,Electric,175.0,2.0,600.0,,Broadcasting,2.0,12.0,,Broadcasting,12.0,23.0,,,Broadcasting,hand,2022-11-25,490.0,2022-12-17,hand,22.0,10.0,plowed_in_soil,0.21875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,490.0
