District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea
Nalanda,Noorsarai,12,12,2022-07-08,4,Manual_PuddledRandom,2022-06-22,2022-07-12,2.0,2.0,Boring,Electric,100.0,2.0,,,,2,,5.0,Broadcasting,7.0,30.0,,,Broadcasting,hand,2022-10-31,250.0,2023-01-04,machine,23,10,plowed_in_soil,0.15625,True,False,True,False,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True
Gaya,Gurua,80,80,2022-07-20,5,Manual_PuddledRandom,2022-06-22,2022-07-21,1.0,12.0,Boring,Electric,,4.0,3.0,,SoilApplied,3,20.0,,Broadcasting,20.0,31.0,10.0,61.0,Broadcasting,hand,2022-11-11,120.0,2022-12-17,machine,29,10,plowed_in_soil,0.7407407407407407,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,50,30,2022-07-06,5,Manual_PuddledRandom,2022-06-22,2022-07-14,2.0,5.0,Boring,Electric,150.0,5.0,1.0,,SoilApplied,2,15.0,10.0,Broadcasting,15.0,45.0,,,Broadcasting,hand,2022-12-08,900.0,2022-12-28,machine,25,10,plowed_in_soil,0.3125,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Vaishali,Mahua,16,6,2022-06-12,5,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,,1.0,Broadcasting,3,,4.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-25,400.0,2022-10-26,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,10,10,2022-06-25,2,Manual_PuddledRandom,2022-07-10,2022-08-02,4.0,9.0,Boring,Electric,3000.0,1.0,4.0,,Broadcasting,2,10.0,10.0,Broadcasting,,,,,Broadcasting,hand,2022-11-23,500.0,2023-01-18,machine,26,10,plowed_in_soil,0.4545454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Jamui,Khaira,30,19,2022-07-18,3,Manual_PuddledRandom,2022-06-28,2022-07-19,4.0,2.0,Canal,,,12.0,,,,1,,15.0,Broadcasting,,,,,,hand,2022-11-23,100.0,2022-12-27,machine,26,10,plowed_in_soil,0.3636363636363636,False,False,True,False,True,False,False,True,True,True,True,False,,,,,,False,False,False,False,True,,,,
Nalanda,Noorsarai,25,15,2022-07-19,5,Manual_PuddledRandom,2022-06-29,2022-07-20,3.0,3.0,Boring,Electric,140.0,1.0,,,,2,,14.0,Broadcasting,7.0,19.0,,,Broadcasting,hand,2022-11-08,80.0,2022-11-26,hand,30,10,plowed_in_soil,0.21875,False,False,False,True,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True
Jamui,Khaira,52,30,2022-07-27,4,Manual_PuddledRandom,2022-06-04,2022-08-01,1.0,5.0,Boring,Diesel,500.0,2.0,,3.0,SoilApplied,3,20.0,,Broadcasting,21.0,25.0,20.0,69.0,Broadcasting,hand,2022-12-01,1600.0,2022-12-23,hand,23,10,plowed_in_soil,0.9090909090909092,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gaya,Gurua,30,30,2022-07-27,6,LineSowingAfterTillage,2022-07-06,2022-08-01,,8.0,Boring,Electric,180.0,5.0,40.0,40.0,SoilApplied,2,6.0,,Broadcasting,6.0,40.0,,,Broadcasting,hand,2022-12-05,480.0,2022-12-20,machine,28,10,plowed_in_soil,0.2962962962962963,True,False,True,False,,,,,,,,,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Vaishali,Garoul,15,15,2022-06-15,6,Manual_PuddledRandom,2022-06-16,2022-07-10,2.0,15.0,Boring,Diesel,1500.0,2.0,,1500.0,SoilApplied,2,30.0,15.0,SoilApplied,40.0,20.0,,,Broadcasting,hand,2022-10-11,2800.0,2022-10-22,hand,22,10,plowed_in_soil,0.6818181818181818,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True
Nalanda,Rajgir,80,70,2022-07-28,5,Manual_PuddledRandom,2022-07-10,2022-07-30,2.0,3.0,Rainfed,,,4.0,2.0,,SoilApplied,2,30.0,15.0,Broadcasting,30.0,45.0,,,Broadcasting,hand,2022-11-22,1800.0,2022-12-18,machine,25,10,plowed_in_soil,0.625,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,54,54,2022-07-29,4,Manual_PuddledRandom,2022-06-19,2022-08-01,4.0,7.0,Boring,Electric,1500.0,3.0,8.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,2.0,60.0,Broadcasting,hand,2022-11-23,90.0,2023-02-02,hand,30,10,plowed_in_soil,0.6818181818181818,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Vaishali,Garoul,20,5,2022-06-15,6,Manual_PuddledRandom,2022-06-26,2022-07-15,1.0,,,,,3.0,,5.0,SoilApplied,3,6.0,,SoilApplied,6.0,30.0,3.0,50.0,Broadcasting,hand,2022-10-18,600.0,2022-10-30,hand,30,10,plowed_in_soil,0.1363636363636364,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Jamui,Khaira,10,10,2022-07-26,3,Manual_PuddledRandom,2022-06-30,2022-08-03,3.0,1.0,Canal,,,9.0,,,,1,5.0,,Broadcasting,,,,,,hand,2022-11-15,100.0,2022-12-30,hand,26,10,plowed_in_soil,0.1363636363636364,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,False,,,,
Vaishali,Mahua,20,10,2022-06-23,4,Manual_PuddledRandom,2022-06-03,2022-07-05,1.0,1.0,Boring,Diesel,300.0,2.0,,,,3,9.0,,Broadcasting,9.0,26.0,6.0,62.0,Broadcasting,hand,2022-11-05,600.0,2022-11-15,hand,30,10,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,False,True,False,True,True,,,,,,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,14,8,2022-07-04,5,Manual_PuddledRandom,2022-06-30,2022-07-25,2.0,2.0,Boring,Diesel,,5.0,,,,1,15.0,,SoilApplied,,,,,,hand,2022-10-15,300.0,2022-10-20,hand,30,10,plowed_in_soil,0.1363636363636364,True,False,True,True,True,True,True,False,True,False,True,True,,,,,,False,False,False,False,False,,,,
Nalanda,Rajgir,60,50,2022-07-15,6,Manual_PuddledRandom,2022-06-24,2022-07-16,2.0,10.0,Boring,Electric,350.0,4.0,5.0,,SoilApplied,2,15.0,,SoilApplied,30.0,30.0,,,Broadcasting,hand,2022-11-26,900.0,2023-01-03,machine,25,10,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,15,15,2022-07-05,2,Broadcasting,,2022-07-28,,6.0,Boring,Electric,,3.0,,12.0,SoilApplied,3,6.0,6.0,Broadcasting,6.0,30.0,6.0,60.0,Broadcasting,hand,2022-12-10,100.0,2023-01-14,hand,26,10,plowed_in_soil,0.1875,True,False,True,False,,,,,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,True
Vaishali,Mahua,10,10,2022-07-11,4,Manual_PuddledRandom,2022-06-29,2022-07-27,1.0,3.0,Boring,Electric,600.0,2.0,,2.0,SoilApplied,3,10.0,10.0,Broadcasting,10.0,20.0,10.0,50.0,Broadcasting,hand,2022-11-03,1000.0,2022-11-13,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,15,15,2022-07-30,3,Manual_PuddledRandom,2022-07-01,2022-08-03,4.0,2.0,Boring,Electric,,9.0,,,,1,8.0,11.0,Broadcasting,,,,,,hand,2022-11-18,100.0,2023-01-20,machine,28,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,,,,,,False,False,False,False,True,,,,
Nalanda,Rajgir,25,25,2022-07-25,5,Manual_PuddledRandom,2022-07-07,2022-07-26,2.0,,Rainfed,Electric,,4.0,2.0,,SoilApplied,2,15.0,10.0,Broadcasting,20.0,39.0,,,Broadcasting,hand,2022-12-30,3.0,2022-12-31,machine,25,10,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,80,60,2022-07-01,5,LineSowingAfterTillage,2022-06-28,2022-07-16,,4.0,Boring,Electric,300.0,2.0,,1.0,SoilApplied,2,15.0,5.0,Broadcasting,15.0,43.0,,,Broadcasting,hand,2022-11-16,600.0,2022-12-01,machine,26,10,plowed_in_soil,0.3125,True,False,True,True,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,52,52,2022-07-21,4,Manual_PuddledRandom,2022-06-18,2022-07-22,4.0,5.0,Boring,Diesel,1000.0,3.0,4.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-11-29,90.0,2023-02-06,hand,29,10,plowed_in_soil,0.4545454545454545,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,,,,,,False,False,False,True
Vaishali,Mahua,10,10,2022-07-31,5,Manual_PuddledRandom,2022-07-15,2022-08-10,2.0,2.0,Boring,Electric,300.0,2.0,,5.0,SoilApplied,3,4.0,,SoilApplied,4.0,40.0,4.0,60.0,Broadcasting,hand,2022-11-03,400.0,2022-11-09,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,15,12,2022-07-24,3,Manual_PuddledRandom,2022-07-02,2022-07-28,5.0,2.0,Canal,Electric,150.0,3.0,,,,3,4.0,,Broadcasting,6.0,28.0,6.0,63.0,Broadcasting,hand,2022-11-01,120.0,2022-12-07,machine,25,10,plowed_in_soil,0.1363636363636364,False,False,True,False,False,False,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True
Jamui,Khaira,10,10,2022-07-22,5,Manual_PuddledRandom,2022-07-05,2022-07-26,4.0,2.0,Boring,Electric,200.0,4.0,,,,3,6.0,,Broadcasting,4.0,28.0,6.0,60.0,Broadcasting,hand,2022-11-06,150.0,2022-12-12,machine,28,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,True,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,10,5,2022-07-23,4,Manual_PuddledRandom,2022-07-08,2022-08-03,2.0,2.0,Boring,Electric,6.0,2.0,,,,2,6.0,,Broadcasting,9.0,29.0,,,Broadcasting,hand,2022-11-05,400.0,2022-11-16,hand,25,10,plowed_in_soil,0.1363636363636364,True,False,True,True,True,True,True,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,50,50,2022-07-23,5,Manual_PuddledRandom,2022-06-09,2022-07-26,2.0,5.0,Boring,Electric,150.0,6.0,1.0,,SoilApplied,2,9.0,5.0,Broadcasting,20.0,45.0,,,Broadcasting,hand,2022-11-10,930.0,2022-12-27,machine,23,10,plowed_in_soil,0.34375,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Gurua,15,15,2022-07-21,6,Manual_PuddledRandom,2022-06-21,2022-07-23,2.0,,,,,,1.0,,SoilApplied,1,6.0,3.0,SoilApplied,,,,,,hand,2022-12-02,125.0,2022-12-30,hand,28,10,plowed_in_soil,0.2222222222222222,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,,,,
Vaishali,Mahua,10,10,2022-06-06,5,Manual_PuddledRandom,2022-06-10,2022-07-18,2.0,250.0,Boring,Diesel,500.0,2.0,,1.0,Broadcasting,3,2.0,,Broadcasting,4.0,25.0,6.0,45.0,Broadcasting,hand,2022-10-16,600.0,2022-10-27,hand,30,10,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Khaira,18,18,2022-07-25,3,Manual_PuddledRandom,2022-06-26,2022-07-31,3.0,2.0,Boring,Electric,,9.0,,2.0,Broadcasting,1,8.0,11.0,Broadcasting,,,,,,hand,2022-11-18,120.0,2022-12-20,machine,28,10,plowed_in_soil,0.2272727272727273,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,,,,
Jamui,Jamui,4,4,2022-07-30,4,Manual_PuddledRandom,2022-06-18,2022-08-03,4.0,2.0,Boring,Electric,400.0,3.0,3.0,,Broadcasting,3,,,Broadcasting,2.0,30.0,1.0,60.0,Broadcasting,hand,2022-12-03,90.0,2023-02-12,hand,30,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,,,,,,False,False,False,True
Gaya,Wazirganj,20,20,2022-07-20,4,Manual_PuddledRandom,2022-06-30,2022-07-21,2.0,3.0,Boring,Electric,50.0,3.0,3.0,,SoilApplied,2,5.0,5.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,2022-10-30,100.0,2022-11-19,machine,30,10,plowed_in_soil,0.1851851851851852,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Jamui,10,10,2022-06-29,3,Manual_PuddledRandom,2022-07-10,2022-08-02,4.0,4.0,Boring,Electric,300.0,1.0,4.0,,Broadcasting,2,15.0,10.0,Broadcasting,10.0,10.0,,,Broadcasting,hand,2022-12-07,700.0,2023-01-11,hand,25,10,plowed_in_soil,0.4545454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Gaya,Gurua,40,40,2022-06-28,7,Manual_PuddledRandom,2022-06-28,2022-07-24,2.0,,Rainfed,,,,1.0,,SoilApplied,2,18.0,,SoilApplied,12.0,42.0,,,Broadcasting,hand,2022-11-29,500.0,2022-12-17,hand,28,10,plowed_in_soil,0.3333333333333333,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,40,40,2022-07-06,6,Manual_PuddledRandom,2022-06-15,2022-07-20,1.0,5.0,Boring,Electric,200.0,3.0,,22.0,SoilApplied,2,13.0,,Broadcasting,14.0,29.0,,,Broadcasting,hand,2022-11-25,560.0,2023-02-27,machine,25,10,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Mahua,10,10,2022-07-13,4,Manual_PuddledRandom,2022-07-13,2022-08-08,1.0,2.0,Boring,Diesel,400.0,3.0,,2.0,SoilApplied,3,5.0,,SoilApplied,4.0,4.0,4.0,75.0,Broadcasting,hand,2022-11-04,400.0,2022-11-17,hand,30,10,plowed_in_soil,0.0909090909090909,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,10,5,2022-07-15,5,Manual_PuddledRandom,2022-07-10,2022-08-02,1.0,4.0,Boring,Diesel,800.0,2.0,,3.0,SoilApplied,1,15.0,,Broadcasting,,,,,,hand,2022-10-21,200.0,2022-10-30,machine,25,10,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,
Vaishali,Mahua,20,10,2022-06-10,5,Manual_PuddledRandom,2022-06-11,2022-07-18,2.0,3.0,Boring,Diesel,600.0,2.0,,2.0,Broadcasting,3,4.0,,Broadcasting,10.0,25.0,10.0,45.0,Broadcasting,hand,2022-10-14,1000.0,2022-10-27,hand,30,10,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,40,40,2022-07-09,5,Manual_PuddledRandom,2022-06-25,2022-07-12,2.0,5.0,Boring,Electric,150.0,4.0,1.0,,SoilApplied,2,20.0,10.0,Broadcasting,10.0,45.0,,,Broadcasting,hand,2022-11-24,900.0,2022-12-08,machine,24,10,plowed_in_soil,0.3125,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Jamui,Khaira,40,40,2022-07-23,4,Manual_PuddledRandom,2022-07-05,2022-07-28,4.0,3.0,Canal,,,3.0,,,,3,8.0,,Broadcasting,12.0,25.0,16.0,65.0,Broadcasting,hand,2022-11-09,150.0,2022-12-08,machine,28,10,plowed_in_soil,0.3636363636363636,False,False,True,False,False,False,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True
Nalanda,Noorsarai,100,100,2022-07-09,4,Manual_PuddledRandom,2022-06-21,2022-07-13,1.0,5.0,Boring,Electric,240.0,5.0,,,,2,,12.0,Broadcasting,24.0,32.0,,,Broadcasting,hand,2022-10-30,600.0,2023-01-07,machine,27,10,plowed_in_soil,0.375,True,False,True,False,True,False,False,True,True,False,False,True,,,,,,False,False,False,False,True,False,False,False,True
Jamui,Khaira,22,20,2022-07-24,4,Manual_PuddledRandom,2022-06-30,2022-07-30,2.0,2.0,Boring,Electric,300.0,2.0,,2.0,SoilApplied,3,9.0,,Broadcasting,10.0,23.0,10.0,25.0,Broadcasting,hand,2022-12-01,800.0,2022-12-15,hand,21,10,plowed_in_soil,0.4090909090909091,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Rajgir,40,40,2022-07-15,6,Manual_PuddledRandom,2022-06-15,2022-07-21,1.0,5.0,Boring,Electric,20.0,2.0,,22.0,SoilApplied,2,12.0,,Broadcasting,13.0,26.0,,,Broadcasting,hand,2022-12-29,560.0,2023-03-09,machine,25,10,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vaishali,Chehrakala,30,25,2022-07-21,5,Manual_PuddledRandom,2022-07-05,2022-08-01,1.0,5.0,Boring,Diesel,1000.0,2.0,,3.0,SoilApplied,2,10.0,12.0,Broadcasting,12.0,12.0,,,Broadcasting,hand,2022-10-30,200.0,2022-11-10,hand,25,10,plowed_in_soil,0.2272727272727273,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,160,100,2022-07-16,6,Manual_PuddledRandom,2022-06-20,2022-07-17,2.0,5.0,Boring,Electric,200.0,4.0,5.0,,SoilApplied,2,15.0,,SoilApplied,30.0,30.0,,,Broadcasting,hand,2022-11-19,900.0,2023-01-06,machine,25,10,plowed_in_soil,0.46875,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamui,Jamui,7,7,2022-08-12,4,Manual_PuddledRandom,2022-07-21,2022-08-13,10.0,5.0,Boring,Electric,500.0,3.0,,,,1,10.0,10.0,Broadcasting,,,,,,hand,2022-11-08,400.0,2023-01-09,machine,26,10,plowed_in_soil,0.1818181818181818,False,False,True,False,True,False,True,False,False,False,True,True,,,,,,False,False,False,False,True,,,,
Gaya,Gurua,12,12,2022-06-27,6,Manual_PuddledRandom,2022-06-28,2022-07-19,2.0,,,,,,1.0,,SoilApplied,2,8.0,,Broadcasting,4.0,42.0,,,Broadcasting,hand,2022-11-24,120.0,2022-12-09,hand,25,10,plowed_in_soil,0.1481481481481481,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Nalanda,Noorsarai,60,60,2022-07-21,4,Manual_PuddledRandom,2022-06-19,2022-07-22,2.0,15.0,Boring,Electric,400.0,2.0,,,,2,20.0,40.0,Broadcasting,40.0,27.0,,,Broadcasting,hand,2022-11-12,90.0,2023-01-30,machine,25,10,plowed_in_soil,0.625,False,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,True,False,False,False,True
Nalanda,Rajgir,37,32,2022-07-16,6,Manual_PuddledRandom,2022-06-28,2022-07-17,2.0,4.0,Boring,Electric,120.0,4.0,3.0,,SoilApplied,2,9.0,,SoilApplied,18.0,18.0,,,Broadcasting,hand,2022-11-18,600.0,2023-01-05,machine,25,10,plowed_in_soil,0.28125,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
