District,Block,CultLand,CropCultLand,CropTillageDepth,CropEstMethod,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_hand_rent,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,CropTillageDateYear,CropTillageDateDayOfYearSin,CropTillageDateDayOfYearCos,RcNursEstDateYear,RcNursEstDateDayOfYearSin,RcNursEstDateDayOfYearCos,SeedingSowingTransplantingYear,SeedingSowingTransplantingDayOfYearSin,SeedingSowingTransplantingDayOfYearCos,Harv_dateYear,Harv_dateDayOfYearSin,Harv_dateDayOfYearCos,Threshing_dateYear,Threshing_dateDayOfYearSin,Threshing_dateDayOfYearCos,Yield
Jamui,Jamui,60.0,60.0,5.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,1000.0,1.0,2.0,,SoilApplied,3.0,24.0,,Broadcasting,24.0,25.0,,,Broadcasting,hand,1000.0,hand,30.0,10.0,plowed_in_soil,0.45454545454545,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,0.1966728897935764,-0.980469160361632,2022.0,-0.4250003399695539,-0.9051931898913976,2022.0,-0.8214765533024145,0.9668478136052772,2023.0,-0.4635502709028512,0.9880226656636976,600.0
Vaishali,Chehrakala,20.0,20.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,400.0,2.0,5.0,,Broadcasting,2.0,22.0,,Broadcasting,22.0,25.0,,60.0,Broadcasting,hand,400.0,hand,26.0,10.0,plowed_in_soil,0.3703703703703703,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3935902766564664,-0.9123747579707274,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.4093559588156211,-0.92592477719385,2022.0,-0.5667017562911184,0.7383263540031063,2022.0,-0.2386727660059499,0.9668478136052772,900.0
Nalanda,Noorsarai,28.0,28.0,5.0,Manual_PuddledRandom,2.0,4.0,Boring,Electric,400.0,2.0,4.0,,SoilApplied,2.0,8.0,,Broadcasting,8.0,22.0,,,Broadcasting,hand,80.0,machine,25.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3456123126707333,-0.9646141756912436,2022.0,0.2802306751992158,-0.9599326896597448,2022.0,-0.655156357209085,-0.8475409228928312,2022.0,-0.5808002734538014,0.8695893893466109,2022.0,0.4171936026123168,0.9226395488404876,170.0
Vaishali,Mahua,15.0,15.0,4.0,Manual_PuddledRandom,1.0,2.0,Boring,Electric,150.0,2.0,,1.0,SoilApplied,2.0,10.0,10.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,400.0,hand,30.0,10.0,plowed_in_soil,0.27272727272727,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2022.0,-0.455906693508459,-0.8900275764346766,2022.0,0.1966728897935764,-0.973118337233262,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,-0.661634618242279,0.8140460935082175,2022.0,-0.661634618242279,0.6387494220515268,600.0
Vaishali,Mahua,10.0,10.0,5.0,Manual_PuddledRandom,1.0,2.0,Boring,Diesel,150.0,5.0,,,Broadcasting,2.0,10.0,,Broadcasting,10.0,30.0,,,Broadcasting,hand,500.0,hand,23.0,10.0,plowed_in_soil,0.45454545454545,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3617137307297674,-0.9322892131745134,2022.0,0.1966728897935764,-0.973118337233262,2022.0,-0.1457991969198744,-0.9893142039703664,2022.0,-0.661634618242279,0.6118864012687242,2022.0,-0.0344216116227458,0.9998518392091162,650.0
Gaya,Gurua,30.0,30.0,5.0,Manual_PuddledRandom,1.0,2.0,Boring,Electric,400.0,3.0,,,SoilApplied,2.0,5.0,,Broadcasting,5.0,35.0,,,Broadcasting,hand,250.0,machine,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,0.060213277365793,-0.9981855344718586,2022.0,0.48627270710869,-0.8738071036110808,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,-0.5808002734538014,0.6118864012687242,2022.0,-0.6486295610349818,0.749826401204568,480.0
Jamui,Jamui,15.0,15.0,5.0,Manual_PuddledRandom,3.0,5.0,Canal,,,5.0,,,,2.0,12.0,12.0,Broadcasting,12.0,25.0,,,Broadcasting,hand,,machine,26.0,10.0,plowed_in_soil,0.18181818181818,False,False,True,True,True,True,True,True,True,False,True,True,,,,,,False,False,False,False,True,False,False,False,True,2022.0,-0.2303056702306119,-0.973118337233262,2022.0,-0.0602132773657927,-0.9981855344718586,2022.0,-0.2636654927280072,-0.9646141756912436,2022.0,-0.594726686960764,0.6648553979642867,2022.0,-0.2719581575341052,0.9998518392091162,400.0
Jamui,Jamui,10.0,10.0,5.0,Manual_PuddledRandom,4.0,2.0,Boring,Electric,300.0,2.0,,2.0,SoilApplied,2.0,6.0,,Broadcasting,6.0,15.0,,,Broadcasting,hand,480.0,hand,30.0,10.0,plowed_in_soil,0.1875,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.0602132773657927,-0.9981855344718586,2022.0,-0.0602132773657927,-0.9981855344718586,2022.0,-0.1797665857255621,-0.9837092937736098,2022.0,-0.5808002734538014,0.8695893893466109,2023.0,0.1372787721132651,0.9976303053065856,450.0
Vaishali,Mahua,10.0,5.0,4.0,Manual_PuddledRandom,2.0,5.0,Boring,,,4.0,4.0,,SoilApplied,2.0,3.0,3.0,Broadcasting,12.0,25.0,,,Broadcasting,hand,100.0,hand,26.0,10.0,plowed_in_soil,0.1851851851852,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022.0,-0.3456123126707333,-0.9646141756912436,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.4405187843504952,-0.8977433935342336,2022.0,-0.7909456567567774,0.6387494220515268,2022.0,-0.7469720876965551,0.6387494220515268,450.0
Vaishali,Mahua,5.0,5.0,4.0,Manual_PuddledRandom,1.0,4.0,Boring,Diesel,300.0,2.0,1.0,,SoilApplied,3.0,5.0,5.0,Broadcasting,5.0,25.0,,,Broadcasting,hand,300.0,hand,24.0,10.0,plowed_in_soil,0.15625,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,0.2802306751992158,-0.9549667548552552,2022.0,-0.3935902766564664,-0.9123747579707274,2022.0,-0.6084768701151264,0.726607524768565,2022.0,-0.1031016974474354,0.9821256058680006,300.0
Nalanda,Noorsarai,10.0,10.0,4.0,Manual_PuddledLine,4.0,8.0,Boring,Electric,80.0,2.0,1.0,,Broadcasting,3.0,8.0,,Broadcasting,8.0,28.0,8.0,60.0,Broadcasting,hand,400.0,machine,30.0,10.0,plowed_in_soil,0.3125,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.1116590071216944,-0.99167731989929,2022.0,0.1116590071216951,-0.993746580436178,2022.0,-0.3777079652039646,-0.9441875088341994,2022.0,-0.8214765533024145,0.5702422926917867,2022.0,-0.4482293417404106,0.690173388242972,385.0
Jamui,Khaira,15.0,20.0,4.0,Manual_PuddledRandom,2.0,2.0,Boring,Diesel,200.0,3.0,,,Broadcasting,2.0,2.0,,Broadcasting,2.0,30.0,,,Broadcasting,hand,200.0,machine,25.0,10.0,plowed_in_soil,0.3125,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,-0.0602132773657927,-0.9981855344718586,2022.0,-0.5012418134457756,-0.8653072543632061,2022.0,-0.7694148268839381,0.5270777086423724,2023.0,-0.7116566222817751,0.7025274741691566,241.0
Nalanda,Rajgir,25.0,25.0,5.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,200.0,2.0,,,SoilApplied,2.0,12.0,,SoilApplied,12.0,25.0,,60.0,Broadcasting,hand,600.0,machine,24.0,10.0,plowed_in_soil,0.3125,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,0.3456123126707335,-0.9646141756912436,2022.0,-0.0773864792334632,-0.9970011699250152,2022.0,-0.1797665857255621,-0.9866579328916572,2022.0,-0.7694148268839381,0.4054257283599973,2022.0,-0.2553532951161881,0.9226395488404876,800.0
Jamui,Jamui,15.0,15.0,4.0,Manual_PuddledRandom,2.0,4.0,Boring,Electric,400.0,1.0,2.0,,SoilApplied,3.0,5.0,,Broadcasting,2.0,25.0,2.0,60.0,Broadcasting,hand,200.0,machine,30.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,0.1116590071216951,-0.993746580436178,2022.0,-0.7856498550787144,-0.828770087174504,2022.0,-0.5086709438521042,0.8039279618328208,2023.0,-0.154308820664281,0.935367949313148,640.0
Vaishali,Mahua,10.0,10.0,4.0,Manual_PuddledRandom,2.0,1.0,Boring,Diesel,900.0,2.0,,,SoilApplied,3.0,10.0,,Broadcasting,15.0,23.0,,,Broadcasting,hand,1800.0,machine,25.0,10.0,plowed_in_soil,0.29375,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3294084822245302,-0.9192859697186104,2022.0,0.025818440227133,-0.9996666485105112,2022.0,-0.5307300481619331,-0.8738071036110807,2022.0,-0.5808002734538014,0.6387494220515268,2022.0,-0.1202080448993527,0.9750645322571944,1300.0
Gaya,Gurua,30.0,30.0,4.0,Manual_PuddledRandom,4.0,5.0,Boring,Electric,200.0,2.0,3.0,,SoilApplied,2.0,10.0,10.0,Broadcasting,15.0,25.0,,,Broadcasting,hand,1200.0,machine,25.0,10.0,plowed_in_soil,0.3125,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022.0,0.3777079652039649,-0.9497178427914316,2022.0,0.025818440227133,-0.9996666485105112,2022.0,-0.4711595076738639,-0.8820480249558535,2022.0,-0.594726686960764,0.8779600847008883,2023.0,0.255353295116187,0.9158642882672868,1280.0
Nalanda,Rajgir,20.0,20.0,4.0,Manual_PuddledRandom,1.0,5.0,Boring,Electric,240.0,1.0,4.0,,SoilApplied,2.0,5.0,20.0,Broadcasting,20.0,23.0,,,Broadcasting,hand,200.0,machine,26.0,10.0,plowed_in_soil,0.3125,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022.0,-0.1966728897935762,-0.980469160361632,2022.0,0.2303056702306122,-0.973118337233262,2022.0,-0.4093559588156211,-0.980469160361632,2022.0,-0.7694148268839381,0.3253420847119795,2022.0,-0.4171936026123169,0.9668478136052772,420.0
Jamui,Jamui,16.0,16.0,4.0,Manual_PuddledRandom,2.0,9.0,Boring,Electric,150.0,,5.0,,Broadcasting,3.0,5.0,,Broadcasting,7.0,30.0,,,Broadcasting,hand,400.0,machine,30.0,10.0,plowed_in_soil,0.1363636363636364,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.0430222330045303,-0.9996666485105112,2022.0,0.077386479233463,-0.993746580436178,2022.0,-0.2470221804809352,-0.9383773917408642,2022.0,-0.8115390590073611,0.4825077417612176,2023.0,0.2219215130041655,0.4054257283599973,655.0
Vaishali,Mahua,10.0,6.0,5.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,200.0,2.0,1.0,,Broadcasting,2.0,5.0,5.0,Broadcasting,5.0,30.0,,,Broadcasting,hand,900.0,hand,30.0,10.0,plowed_in_soil,0.2727272727272727,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.3131070409358267,-0.9383773917408642,2022.0,-0.7909456567567774,0.749826401204568,2022.0,0.288482432880609,0.9088176373395028,800.0
Nalanda,Rajgir,20.0,20.0,5.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,230.0,1.0,,,Broadcasting,2.0,22.0,,Broadcasting,22.0,27.0,,,Broadcasting,hand,300.0,machine,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.2470221804809352,-0.9690098257244064,2022.0,0.1966728897935764,-0.980469160361632,2022.0,-0.594726686960764,-0.8653072543632061,2022.0,-0.6486295610349818,0.726607524768565,2022.0,-0.1882267098432439,0.9905324521322229,440.0
Vaishali,Chehrakala,20.0,20.0,4.0,Manual_PuddledLine,1.0,2.0,Boring,Electric,200.0,2.0,1.0,1.0,Broadcasting,2.0,,,Broadcasting,10.0,28.0,,60.0,Broadcasting,hand,600.0,machine,25.0,10.0,plowed_in_soil,0.375,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,0.2303056702306122,-0.973118337233262,2022.0,0.1116590071216951,-0.9970011699250152,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,-0.4937755501599774,0.5270777086423724,2022.0,-0.3536761221763721,0.935367949313148,1980.0
Nalanda,Rajgir,25.0,25.0,5.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,300.0,2.0,2.0,,Broadcasting,2.0,10.0,,Broadcasting,10.0,35.0,,,Broadcasting,hand,300.0,machine,26.0,10.0,plowed_in_soil,0.18181818181818,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3294084822245302,-0.9441875088341994,2022.0,0.1116590071216951,-0.9955213724144752,2022.0,-0.3935902766564664,-0.9192859697186104,2022.0,-0.8498170915275277,0.2428497220959358,2022.0,-0.0516196672232541,0.9998518392091162,850.0
Gaya,Gurua,2.0,2.0,4.0,Manual_PuddledRandom,3.0,15.0,Boring,Electric,150.0,3.0,,,,2.0,3.0,,Broadcasting,3.0,30.0,,,Broadcasting,hand,100.0,machine,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,False,True,True,True,True,True,,,,,,False,False,False,False,False,False,False,False,True,2022.0,0.060213277365793,-0.9981855344718586,2022.0,0.1966728897935764,-0.980469160361632,2022.0,-0.2303056702306119,-0.973118337233262,2022.0,-0.3536761221763721,0.6387494220515268,2022.0,-0.154308820664281,0.9226395488404876,600.0
Jamui,Jamui,10.0,10.0,5.0,Manual_PuddledRandom,2.0,8.0,Canal,,,4.0,,,,2.0,6.0,,Broadcasting,4.0,45.0,,,Broadcasting,hand,560.0,machine,25.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,True,True,True,False,True,True,True,False,False,,,,,,False,False,False,False,False,False,False,False,True,2022.0,0.3131070409358269,-0.9497178427914316,2022.0,0.2470221804809355,-0.9690098257244064,2022.0,-0.5737722679043243,-0.828770087174504,2022.0,-0.9338372288229252,0.4211008707960891,2023.0,-0.8214765533024145,0.9668478136052772,560.0
Gaya,Gurua,30.0,30.0,4.0,Manual_PuddledRandom,4.0,6.0,Boring,Electric,200.0,2.0,,,Broadcasting,3.0,12.0,,Broadcasting,6.0,25.0,,,Broadcasting,hand,600.0,hand,30.0,10.0,plowed_in_soil,0.25,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.1116590071216944,-0.993746580436178,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.5012418134457756,-0.8382797052177745,2022.0,-0.7116566222817751,0.7025274741691566,2022.0,-0.8996308696522434,0.9787400799669153,360.0
Nalanda,Rajgir,15.0,15.0,4.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,300.0,2.0,,,SoilApplied,2.0,6.0,,Broadcasting,6.0,30.0,,,Broadcasting,hand,180.0,machine,30.0,10.0,plowed_in_soil,0.2727272727272727,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.0773864792334632,-0.99167731989929,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.5595892624101763,-0.828770087174504,2022.0,-0.780295851070776,0.5416278206559811,2023.0,-0.9141279881853336,0.3253420847119795,600.0
Vaishali,Mahua,20.0,20.0,6.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,300.0,3.0,1.0,1.0,SoilApplied,3.0,10.0,,SoilApplied,10.0,35.0,10.0,65.0,Broadcasting,hand,400.0,machine,25.0,10.0,plowed_in_soil,0.625,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,0.0430222330045305,-0.99907411510223,2022.0,-0.5160623910158526,-0.8565509959010037,2022.0,-0.661634618242279,0.6118864012687242,2022.0,-0.661634618242279,0.9821256058680006,500.0
Vaishali,Mahua,60.0,60.0,5.0,Manual_PuddledRandom,2.0,5.0,Boring,Diesel,175.0,3.0,,,Broadcasting,2.0,15.0,,Broadcasting,15.0,25.0,,,Broadcasting,hand,250.0,hand,30.0,10.0,plowed_in_soil,0.18181818181818,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,0.1116590071216951,-0.9955213724144752,2022.0,-0.3935902766564664,-0.9192859697186104,2022.0,-0.7116566222817751,0.7025132889071803,2022.0,-0.0344216116227458,0.9905324521322229,4.0
Nalanda,Rajgir,30.0,20.0,5.0,Manual_PuddledRandom,1.0,8.0,Boring,Electric,500.0,2.0,1.0,,SoilApplied,2.0,,,Broadcasting,20.0,28.0,,,Broadcasting,hand,200.0,machine,25.0,10.0,plowed_in_soil,0.1875,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,0.077386479233463,-0.9955213724144752,2022.0,-0.4250003399695539,-0.9051931898913976,2022.0,-0.8498170915275277,0.5416278206559811,2023.0,0.6744436188329457,0.5270777086423724,150.0
