District,Block,CultLand,CropCultLand,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,LandPreparationMethodFourWheelTracRotavator,LandPreparationMethodOther,LandPreparationMethodTractorPlough,LandPreparationMethodWetTillagePuddling,NursDetFactorIrrigWaterAvailability,NursDetFactorLabourAvailability,NursDetFactorPreMonsoonShowers,NursDetFactorSeedAvailability,TransDetFactorIrrigWaterAvailability,TransDetFactorLaborAvailability,TransDetFactorRainArrival,TransDetFactorSeedlingAge,OrgFertilizersGanaura,OrgFertilizersGhanajeevamrit,OrgFertilizersPoultryManure,OrgFertilizersPranamrit,OrgFertilizersVermiCompost,CropbasalFertsNPK,CropbasalFertsNPKS,CropbasalFertsOther,CropbasalFertsSSP,CropbasalFertsUrea,FirstTopDressFertNPKS,FirstTopDressFertOther,FirstTopDressFertSSP,FirstTopDressFertUrea,Yield
Vaishali,Mahua,10.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,,1.0,Broadcasting,3.0,4.0,,Broadcasting,4.0,25.0,4.0,60.0,Broadcasting,hand,2022-10-21,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,10.0,5.0,2022-06-07,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,670.0,1.0,Broadcasting,3.0,4.0,30.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-21,400.0,2022-10-29,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,12.0,8.0,2022-06-12,5.0,Manual_PuddledRandom,2022-06-15,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,35.36,1.0,Broadcasting,3.0,4.0,60.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-22,400.0,2022-10-22,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,10.0,10.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-11,2022-07-18,2.0,150.0,Boring,Diesel,300.0,2.0,270.0,1.0,Broadcasting,3.0,4.0,28.0,Broadcasting,4.0,30.0,4.0,45.0,Broadcasting,hand,2022-10-13,400.0,2022-10-25,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,10.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,300.21125,2.0,Broadcasting,3.0,8.0,100.0,Broadcasting,8.0,25.0,8.0,45.0,Broadcasting,hand,2022-10-18,800.0,2022-10-31,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,False,True,True,True,True,True,True,True,False,False,placeholder,False,False,False,False,False,False,False,False,False,False,True,8.0
Vaishali,Mahua,20.0,5.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-15,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,0.0925141009091814,1.0,Broadcasting,3.0,4.0,40.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-17,400.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,10.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-15,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,200.0,1.0,Broadcasting,3.0,6.0,10.0,Broadcasting,6.0,25.0,6.0,45.0,Broadcasting,hand,2022-10-21,600.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.0
Vaishali,Mahua,20.0,10.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,0.3180822281777921,1.0,Broadcasting,3.0,6.0,10.0,Broadcasting,6.0,25.0,6.0,45.0,Broadcasting,hand,2022-10-16,600.0,2022-10-25,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.0
Vaishali,Mahua,20.0,10.0,2022-06-09,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,0.1852,1.0,Broadcasting,3.0,2.0,100.0,Broadcasting,6.0,25.0,6.0,45.0,Broadcasting,hand,2022-10-15,600.0,2022-10-26,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.0
Vaishali,Mahua,10.0,10.0,2022-06-09,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,5027.0,1.0,Broadcasting,3.0,4.0,6.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-17,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,15.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,500.0,1.0,Broadcasting,3.0,4.0,6.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,10.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,45.0,1.0,Broadcasting,3.0,4.0,3608.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-26,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Jamui,Jamui,10.0,10.0,2022-08-07,4.0,Manual_PuddledRandom,2022-07-11,2022-08-10,4.0,4.0,Boring,Electric,400.0,1.0,4.0,3.0,Broadcasting,2.0,5.0,10.0,Broadcasting,30.0,2000.0,18.0,60.0,Broadcasting,hand,2022-11-24,500.0,2023-02-11,machine,26.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8000.0
Vaishali,Mahua,20.0,9.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,150.0,Boring,Diesel,300.0,2.0,1.0,1.0,Broadcasting,3.0,2.0,30.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,10.0,2022-06-08,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,650.0,2.0,Broadcasting,3.0,5.0,8.0,Broadcasting,10.0,25.0,10.0,45.0,Broadcasting,hand,2022-10-19,1000.0,2022-10-29,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.0
Vaishali,Mahua,10.0,10.0,2022-06-07,5.0,Manual_PuddledRandom,2022-06-09,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,250.3636183036181,1.0,Broadcasting,3.0,2.0,1.9125,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-14,400.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,9.0,2022-06-08,5.0,Manual_PuddledRandom,2022-06-11,2022-07-18,2.0,2.0,Boring,Electric,600.0,2.0,900.0,1.0,Broadcasting,3.0,4.0,,Broadcasting,10.0,25.0,10.0,60.0,Broadcasting,hand,2022-10-15,1000.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.0
Vaishali,Mahua,10.0,10.0,2022-06-07,5.0,Manual_PuddledRandom,2022-06-08,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,4.0,1.0,Broadcasting,3.0,4.0,20.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-15,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,10.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,2000.0,1.0,Broadcasting,3.0,2.0,2.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-19,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,5.0,2022-06-08,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,350.0,Boring,Diesel,700.0,2.0,2.0,1.0,Broadcasting,3.0,3.0,2.0,Broadcasting,8.0,25.0,8.0,45.0,Broadcasting,hand,2022-10-14,800.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0
Vaishali,Mahua,10.0,10.0,2022-06-12,5.0,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,400.0,1.0,Broadcasting,3.0,4.0,6.0,Broadcasting,4.0,28.0,4.0,60.0,Broadcasting,hand,2022-10-20,400.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,10.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,2000.0,1.0,Broadcasting,3.0,4.0,1.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,10.0,9.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-11,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,400.07952,1.0,Broadcasting,2.0,4.0,40.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-16,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Jamui,Jamui,15.0,15.0,2022-06-30,4.0,Manual_PuddledRandom,2022-07-15,2022-08-29,4.0,3.0,Boring,Electric,900.0,1.0,4.0,22.0,Broadcasting,2.0,22.0,22.0,Broadcasting,7.0,7.0,15.0,68.0,Broadcasting,hand,2022-11-23,600.0,2023-01-19,machine,26.0,10.0,plowed_in_soil,0.4545454545454545,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,8000.0
Vaishali,Mahua,5.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,1.0,Boring,Electric,200.0,1.0,300.0,1.0,Broadcasting,3.0,6.0,3.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-14,400.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,15.0,10.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-09,2022-07-18,2.0,4.0,Boring,Diesel,800.0,1.0,600.0,1.0,Broadcasting,3.0,1.0,50.0,Broadcasting,4.0,25.0,4.0,60.0,Broadcasting,hand,2022-10-14,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,15.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,670.0,1.0,Broadcasting,3.0,4.0,1.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-21,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,10.0,10.0,2022-06-09,5.0,Manual_PuddledRandom,2022-06-10,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,1.0,1.0,Broadcasting,3.0,2.0,5.0,Broadcasting,4.0,25.0,4.0,60.0,Broadcasting,hand,2022-10-15,400.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,10.0,5.0,2022-06-06,5.0,Manual_PuddledRandom,2022-06-08,2022-07-18,2.0,3.0,Boring,Diesel,600.0,1.0,400.0,1.0,Broadcasting,3.0,3.0,4.0,Broadcasting,8.0,25.0,6.0,60.0,Broadcasting,hand,2022-10-16,800.0,2022-10-26,hand,30.0,10.0,plowed_in_soil,0.1818181818181818,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0
Vaishali,Mahua,10.0,5.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,280.0,1.0,Broadcasting,3.0,4.0,2.0,Broadcasting,4.0,25.0,4.0,60.0,Broadcasting,hand,2022-10-13,400.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,10.0,2022-06-11,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,2.0,Boring,Diesel,400.0,1.0,3.509350105023304e+18,1.0,Broadcasting,3.0,4.0,4.0,Broadcasting,6.0,25.0,6.0,45.0,Broadcasting,hand,2022-10-14,600.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.0
Vaishali,Mahua,20.0,10.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-07,2022-07-18,2.0,3.0,Boring,Diesel,600.0,2.0,200.0,2.0,Broadcasting,3.0,4.0,12.0,Broadcasting,10.0,25.0,10.0,45.0,Broadcasting,hand,2022-10-13,1000.0,2022-10-26,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.0
Vaishali,Mahua,20.0,10.0,2022-06-08,5.0,Manual_PuddledRandom,2022-06-10,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,600.0,2.0,Broadcasting,3.0,6.0,30.0,Broadcasting,10.0,25.0,10.0,60.0,Broadcasting,hand,2022-10-16,1000.0,2022-10-26,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.0
Vaishali,Mahua,15.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,1.0,Boring,Diesel,200.0,2.0,200.0360909090909,1.0,Broadcasting,3.0,2.0,3.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-13,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.09090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,15.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,200.0,1.0,Broadcasting,3.0,2.0,50.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-20,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,False,True,True,True,False,False,True,False,False,placeholder,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-14,2022-07-18,2.0,3.0,Boring,Diesel,600.0,2.0,900.0,1.0,Broadcasting,3.0,2.0,10.0,Broadcasting,10.0,25.0,10.0,45.0,Broadcasting,hand,2022-10-20,1000.0,2022-10-29,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,True,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.0
Vaishali,Mahua,15.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-13,2022-07-18,2.0,1.0,Boring,Diesel,200.0,1.0,45821.0,1.0,Broadcasting,3.0,1.0,1.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-15,400.0,2022-10-27,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,10.0,2022-06-05,5.0,Manual_PuddledRandom,2022-06-09,2022-07-18,2.0,250.0,Boring,Electric,500.0,2.0,500.0,1.0,Broadcasting,3.0,6.0,6.0,Broadcasting,6.0,25.0,6.0,60.0,Broadcasting,hand,2022-10-12,600.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,6.0
Vaishali,Mahua,10.0,5.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-11,2022-07-18,2.0,2.0,Boring,Diesel,400.0,2.0,250.0,1.0,Broadcasting,3.0,4.0,,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-13,400.0,2022-10-28,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
Vaishali,Mahua,20.0,10.0,2022-06-15,5.0,Manual_PuddledRandom,2022-06-12,2022-07-18,2.0,150.0,Boring,Diesel,200.0,2.0,3.0,1.0,Broadcasting,3.0,6.0,44627.0,Broadcasting,6.0,25.0,6.0,45.0,Broadcasting,hand,2022-10-20,600.0,2022-10-25,hand,30.0,10.0,plowed_in_soil,0.1363636363636364,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.0
Vaishali,Mahua,10.0,10.0,2022-06-10,5.0,Manual_PuddledRandom,2022-06-11,2022-07-18,2.0,150.0,Boring,Diesel,300.0,1.0,500.0,1.0,Broadcasting,3.0,1.0,300.0,Broadcasting,4.0,25.0,4.0,45.0,Broadcasting,hand,2022-10-13,400.0,2022-10-25,hand,30.0,10.0,plowed_in_soil,0.0909090909090909,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0
